,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn
5719,5720,15636520,Milani,692,France,Male,27,1,125547.53,1,0,0,7900.46,0,5.6175186e-06
5720,5721,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0,0.07855907
5721,5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,0.601194
5722,5723,15700650,Cousens,681,France,Male,34,3,0.0,2,0,0,55816.2,0,0.00012660027
5723,5724,15680224,Ross,687,France,Female,26,6,0.0,2,1,1,32909.13,0,0.019887656
5724,5725,15784286,Wood,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0,0.06686914
5725,5726,15693996,Hawks,507,France,Female,33,1,113452.66,1,0,0,142911.99,0,0.3357758
5726,5727,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,0.35873997
5727,5728,15704168,Ting,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1,0.31841484
5728,5729,15680197,Thynne,701,France,Male,41,10,0.0,2,1,1,146257.77,0,0.010625124
5729,5730,15633729,Wang,488,France,Male,43,10,112751.13,1,1,1,28332.0,0,0.062998444
5730,5731,15577683,Maclean,539,France,Female,29,4,0.0,2,1,1,100919.19,0,0.023970991
5731,5732,15800746,Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1,0.11298892
5732,5733,15788686,Gibson,538,Spain,Male,40,8,0.0,2,1,1,25554.4,0,0.0071257353
5733,5734,15742798,French,829,France,Female,22,7,150126.44,1,1,0,152107.93,1,0.20006818
5734,5735,15596647,Henderson,768,France,Male,54,8,69712.74,1,1,1,69381.05,0,0.14162573
5735,5736,15756070,Greenwood,585,Spain,Female,44,4,0.0,2,0,1,101728.46,0,0.04317063
5736,5737,15775116,Anderson,581,France,Male,31,3,0.0,2,0,0,89040.61,0,0.00030699372
5737,5738,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,0.023620278
5738,5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0,0.08905026
5739,5740,15695872,Fiorentini,712,France,Female,30,1,89571.59,1,1,1,177613.19,0,0.003921509
5740,5741,15568885,Scott,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0,0.46089804
5741,5742,15725036,Jideofor,709,France,Male,42,9,118546.71,1,0,1,77142.85,0,0.07537967
5742,5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,0.95508754
5743,5744,15571476,Kelly,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0,0.1591323
5744,5745,15776850,Smith,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0,0.0017227829
5745,5746,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0,0.0031057894
5746,5747,15751131,Moss,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,0.066771924
5747,5748,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,0.019672036
5748,5749,15678412,Nwankwo,645,France,Female,45,8,85325.93,1,0,0,22558.74,0,0.16937283
5749,5750,15770291,Allan,844,France,Female,29,8,0.0,2,0,0,147342.03,0,0.035348654
5750,5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,0.6944965
5751,5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0,0.0707078
5752,5753,15697948,Henderson,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0,0.0060224235
5753,5754,15608328,Sutherland,760,Spain,Female,41,6,0.0,2,0,0,101491.23,0,0.08424997
5754,5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,0.115882844
5755,5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,0.11609587
5756,5757,15706217,Kao,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0,0.015017152
5757,5758,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0,0.09890184
5758,5759,15610972,Crawford,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1,0.28856438
5759,5760,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,0.062163204
5760,5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0,0.07548222
5761,5762,15749119,Santiago,710,France,Female,31,3,0.0,2,1,1,112289.06,0,0.010655403
5762,5763,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0,0.23673657
5763,5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79,0,0.023119748
5764,5765,15791851,Afanasyeva,726,France,Female,34,0,185734.75,1,1,1,102036.82,0,0.0019818544
5765,5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0,0.11452672
5766,5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,0.103268355
5767,5768,15573284,Olisanugo,579,France,Female,45,2,0.0,2,0,0,11514.39,0,0.04353115
5768,5769,15729083,Gorman,674,France,Male,36,2,154525.7,1,0,1,27468.72,0,0.015196979
5769,5770,15611612,Priestley,570,France,Female,29,0,0.0,1,1,0,37092.43,0,0.07590103
5770,5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0,0.32074168
5771,5772,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,0.026026458
5772,5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0,0.06813055
5773,5774,15643426,Robertson,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0,0.06693664
5774,5775,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0,0.29289827
5775,5776,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0,0.6237336
5776,5777,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1,0.508259
5777,5778,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,0.08033416
5778,5779,15640377,Goloubev,526,France,Female,36,0,0.0,2,1,0,97767.63,0,0.017704874
5779,5780,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,0.0464679
5780,5781,15590327,Liao,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0,0.6791109
5781,5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0,0.26663733
5782,5783,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0,0.026716739
5783,5784,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0,0.0007213652
5784,5785,15738063,Shen,631,France,Male,29,2,0.0,2,1,1,18581.84,0,0.00011792917
5785,5786,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0,0.11112413
5786,5787,15652320,Woronoff,588,France,Male,40,5,0.0,2,0,0,100727.68,0,0.025254965
5787,5788,15634180,Holden,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0,0.17256206
5788,5789,15694566,Roberts,602,France,Female,42,10,0.0,2,0,0,169921.11,1,0.25322253
5789,5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,0.99532866
5790,5791,15646351,Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0,0.0118563175
5791,5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,0.9922097
5792,5793,15795186,Leonard,562,France,Male,38,5,0.0,1,1,0,115700.2,0,0.3373478
5793,5794,15784890,McKenzie,763,Spain,Female,32,8,0.0,2,1,0,16725.53,0,0.025168806
5794,5795,15694125,McElhone,669,France,Male,57,5,0.0,2,1,1,56875.76,0,0.043492883
5795,5796,15565891,Dipietro,709,France,Male,39,8,0.0,2,1,0,56214.09,0,0.010272443
5796,5797,15674254,Kerr,554,Spain,Female,45,4,0.0,2,1,1,193412.05,0,0.022802532
5797,5798,15775206,Hunter,699,France,Male,37,10,0.0,2,0,0,83263.04,0,0.024624437
5798,5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,0.0020528138
5799,5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,1,0.3906544
5800,5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0,0.016301513
5801,5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,0.836386
5802,5803,15716236,Milani,499,France,Male,35,10,0.0,2,1,0,10722.54,0,0.013759971
5803,5804,15672053,Mistry,526,Spain,Male,38,2,0.0,2,0,0,58010.98,0,0.00063848495
5804,5805,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,0.27803516
5805,5806,15814236,Kay,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,0.016795546
5806,5807,15583597,Ikedinachukwu,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,0.023886919
5807,5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,0.1170221
5808,5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,0.984611
5809,5810,15744109,Hartung,850,France,Male,32,4,0.0,1,1,1,180622.02,0,0.15263572
5810,5811,15800688,Ch'en,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0,0.1143862
5811,5812,15810878,Baker,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,0.054660708
5812,5813,15587835,Osinachi,850,France,Male,41,3,136416.82,1,0,1,57844.26,0,0.023251891
5813,5814,15763515,Shih,513,France,Male,30,5,0.0,2,1,0,162523.66,0,0.013744026
5814,5815,15725882,Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0,0.028355092
5815,5816,15788022,Sternberg,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0,0.075897396
5816,5817,15663917,Adams,547,France,Male,43,1,92350.36,1,0,1,80262.91,0,0.22420189
5817,5818,15656865,Gray,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,0.14157829
5818,5819,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0.06536305
5819,5820,15800366,Walton,546,France,Male,29,5,0.0,1,1,1,94823.95,0,0.045009464
5820,5821,15717231,Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0,0.19366592
5821,5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,0.20452142
5822,5823,15671351,Romani,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0,0.018067122
5823,5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,0.908636
5824,5825,15698953,Hart,636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,0.9989979
5825,5826,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,0.17221701
5826,5827,15737961,Miller,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,0.17071599
5827,5828,15801701,Robson,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0,0.007109225
5828,5829,15684419,Wallace,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0,0.14124447
5829,5830,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0,0.105032384
5830,5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0,0.04910654
5831,5832,15771270,North,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,0.076446
5832,5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0,0.029380798
5833,5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,0.8800546
5834,5835,15799910,Martin,793,France,Male,32,2,0.0,2,1,0,193817.63,1,0.000120201345
5835,5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,0.0665462
5836,5837,15617419,Roberts,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,0.026369512
5837,5838,15657603,Finch,850,France,Female,35,6,81684.97,1,1,0,824.0,0,0.28649783
5838,5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,0.78447366
5839,5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,0.019649893
5840,5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,0.0020555258
5841,5842,15737267,Marcelo,676,France,Female,49,1,0.0,1,1,0,79342.31,1,0.9945325
5842,5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,0.03157273
5843,5844,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0,0.026655138
5844,5845,15711921,Scott,695,France,Male,29,5,0.0,2,1,1,6770.44,0,0.0090608895
5845,5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,0.14633611
5846,5847,15569945,Horsley,509,Spain,Male,29,1,0.0,2,1,0,69113.14,0,0.0059102774
5847,5848,15569666,Goddard,517,France,Female,45,4,0.0,1,0,0,172674.36,1,0.98028094
5848,5849,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,0.007090956
5849,5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36,0,0.7156545
5850,5851,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0,0.17901605
5851,5852,15722053,Oguejiofor,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0,0.0055242777
5852,5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,0.02256453
5853,5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,0.5067702
5854,5855,15743570,Feng,481,France,Female,34,5,0.0,2,1,1,125253.46,0,0.020484507
5855,5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1,0.5583966
5856,5857,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,1,0,168462.26,0,0.014658779
5857,5858,15813659,Folliero,594,France,Female,56,7,0.0,1,1,0,26215.85,1,0.987249
5858,5859,15757867,Bray,570,France,Female,30,10,176173.52,1,1,0,97045.32,1,0.2092439
5859,5860,15652914,Ibrahimov,721,Spain,Male,38,7,0.0,1,0,1,53534.8,0,0.13351873
5860,5861,15723818,Carpenter,453,France,Female,37,4,131834.76,2,1,0,8949.2,0,0.10058892
5861,5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,0.30193484
5862,5863,15656484,Woods,682,France,Male,40,4,0.0,2,1,1,140745.91,0,0.011048287
5863,5864,15778515,Wu,748,France,Male,40,3,95297.11,1,0,0,171515.84,0,0.075470716
5864,5865,15803840,Forbes,729,France,Female,32,9,0.0,2,0,0,150803.44,0,0.058401972
5865,5866,15735339,Lynch,663,France,Male,39,4,0.0,1,1,0,76884.05,0,0.6340586
5866,5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,0.521965
5867,5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,0.044196755
5868,5869,15663817,Y?an,713,France,Male,46,5,0.0,1,1,1,55701.62,0,0.18203408
5869,5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,0.21892685
5870,5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0,0.59443283
5871,5872,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,1,0.6449429
5872,5873,15684248,Meng,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0,0.0025984645
5873,5874,15643158,Chiganu,598,France,Female,40,9,0.0,1,1,0,68462.59,1,0.45616856
5874,5875,15693902,Hunt,597,France,Male,19,2,0.0,2,1,1,91036.74,0,2.2599212e-05
5875,5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,0.04593262
5876,5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,1,0,199484.96,0,0.13885385
5877,5878,15758510,Frolova,474,France,Male,26,6,0.0,2,0,0,152491.22,0,0.044312
5878,5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,0.09957582
5879,5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0,0.050623953
5880,5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,1,1,189839.93,0,0.00015667081
5881,5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,0.025293171
5882,5883,15772650,Longo,732,France,Male,55,9,136576.02,1,0,1,3268.17,1,0.6242362
5883,5884,15574795,Lombardo,495,France,Female,38,2,63093.01,1,1,1,47089.72,0,0.1534101
5884,5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0,0.023576409
5885,5886,15723856,Gonzalez,602,France,Female,29,3,88814.4,2,1,1,62487.97,0,0.051599294
5886,5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,0.3741522
5887,5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,0.65344
5888,5889,15804797,Gilleland,443,France,Female,54,3,138547.97,1,1,1,70196.23,1,0.9165989
5889,5890,15708650,Fullwood,727,France,Female,31,2,52192.08,2,0,1,160383.47,0,0.028138787
5890,5891,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0,0.24060357
5891,5892,15786469,Montalvo,686,France,Female,34,1,0.0,2,1,0,87278.48,0,0.12785384
5892,5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,0.3056407
5893,5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,0.078451246
5894,5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,1,0,73107.6,0,0.089770645
5895,5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,0.053096205
5896,5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,0.016394824
5897,5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0,0.019533873
5898,5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0,0.060644686
5899,5900,15793901,Capon,639,France,Female,27,2,0.0,2,0,0,125244.18,0,0.03713593
5900,5901,15569759,Rawling,583,France,Female,27,4,0.0,3,1,0,163113.41,0,0.42207563
5901,5902,15712930,Duncan,587,France,Male,42,1,0.0,1,0,0,123006.91,0,0.014606923
5902,5903,15586504,Trevisani,694,France,Male,40,9,0.0,2,1,0,40463.03,0,0.012751341
5903,5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,0.12684783
5904,5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,1.0
5905,5906,15731519,Kerr,511,France,Female,30,5,0.0,2,1,0,143994.86,0,0.06252208
5906,5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0,0.01636672
5907,5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,0.004317254
5908,5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,0.600631
5909,5910,15713043,Siciliani,691,France,Female,33,6,0.0,2,1,1,100408.31,0,0.021959275
5910,5911,15700749,Powell,481,France,Female,39,6,0.0,1,1,1,24677.54,0,0.2003642
5911,5912,15697567,Bazarova,752,France,Male,33,4,0.0,2,1,1,39570.78,0,0.007611066
5912,5913,15715414,White,658,France,Female,38,6,102895.1,1,0,0,155665.76,0,0.12374824
5913,5914,15639530,Buda,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0,0.06860405
5914,5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,0.014300972
5915,5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,0.313839
5916,5917,15698872,Brown,633,Spain,Female,39,2,0.0,2,0,0,191207.03,0,0.0041136444
5917,5918,15812184,Rose,674,France,Female,31,1,0.0,1,1,0,128954.05,0,0.35635763
5918,5919,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,0.019692063
5919,5920,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0,0.029397994
5920,5921,15640648,Howe,698,France,Male,36,6,0.0,2,0,1,19231.98,0,0.0046029985
5921,5922,15627203,Hsu,508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,0.3331236
5922,5923,15786196,Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1,0.9999933
5923,5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1,0.6744991
5924,5925,15674368,Riley,738,France,Female,39,1,94435.45,2,0,1,189430.86,0,0.0035741627
5925,5926,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,0.3054372
5926,5927,15757559,Broadhurst,595,France,Female,53,7,0.0,2,1,0,41371.68,1,0.15569484
5927,5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,0.5966726
5928,5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,0.30257976
5929,5930,15695078,Kemp,699,France,Male,32,3,0.0,2,1,1,170770.44,0,0.00044250488
5930,5931,15645744,Chukwudi,826,France,Female,30,5,0.0,2,0,1,157397.57,0,0.024987549
5931,5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,0.62964135
5932,5933,15749300,Teng,556,France,Female,47,2,139914.27,1,1,1,50390.98,0,0.8507092
5933,5934,15594340,Tao,569,France,Male,41,4,120243.49,1,1,0,163150.03,1,0.3031064
5934,5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0,0.053401202
5935,5936,15778089,Stevenson,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0,0.00056150556
5936,5937,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,0.10510099
5937,5938,15697035,Garrett,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0,0.020438194
5938,5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,0.03288269
5939,5940,15709861,He,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,0.019252926
5940,5941,15791958,Mazzi,849,France,Female,41,6,0.0,2,1,1,169203.51,1,0.04343483
5941,5942,15791030,Edwards,612,France,Female,33,0,64900.32,2,1,0,102426.12,0,0.023649514
5942,5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,0.99955773
5943,5944,15658813,Siciliani,645,France,Female,55,7,0.0,2,1,1,18369.33,0,0.06444445
5944,5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,0.45819518
5945,5946,15722533,Logue,716,France,Female,40,3,0.0,2,0,1,167636.15,0,0.060507774
5946,5947,15683118,Rechner,590,France,Male,32,9,0.0,2,1,0,138889.15,0,0.009785086
5947,5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14,0,0.22363394
5948,5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0,0.3484159
5949,5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,0.6573642
5950,5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,0.9998343
5951,5952,15590637,Ahmed,721,France,Male,41,7,0.0,2,0,1,61018.85,0,0.017913312
5952,5953,15657535,Pearson,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1,0.09386301
5953,5954,15696141,Kruglov,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0,0.40344092
5954,5955,15811947,Gordon,850,France,Male,33,0,124781.67,1,0,1,33700.52,0,0.002573371
5955,5956,15649024,Trujillo,748,France,Female,39,9,132865.56,1,1,1,59636.43,1,0.07503396
5956,5957,15594928,Pagnotto,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0,0.281877
5957,5958,15765532,Horton,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,0.011102706
5958,5959,15741719,DeRose,540,France,Female,40,3,165298.12,1,0,1,199862.75,0,0.52777594
5959,5960,15665629,Chiang,719,Spain,Female,33,7,0.0,2,1,0,20016.59,0,0.03641388
5960,5961,15728917,Gill,598,France,Male,48,6,120682.53,1,1,0,30635.52,1,0.49414515
5961,5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,0.08665717
5962,5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,0.91886544
5963,5964,15653521,Onuora,850,Germany,Female,40,7,104449.8,1,1,1,747.88,0,0.4616292
5964,5965,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,0.096417665
5965,5966,15644132,Mancini,724,France,Female,30,9,142475.87,1,1,1,107848.24,0,0.065309346
5966,5967,15600832,Moss,508,France,Female,43,9,0.0,1,1,0,103726.71,0,0.4918386
5967,5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,0.0048685074
5968,5969,15603743,Tai,526,France,Male,28,1,112070.44,1,0,1,126281.83,0,0.0021182895
5969,5970,15579714,Pan,542,France,Female,29,7,0.0,2,0,1,196651.72,0,0.0244295
5970,5971,15634295,Wilson,470,France,Male,35,1,96473.59,1,0,0,5962.3,0,9.254111e-06
5971,5972,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0,0.027133793
5972,5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,0.956842
5973,5974,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1,1,1,162763.01,0,0.092167914
5974,5975,15809279,Wallace,773,France,Male,45,8,96877.21,1,1,1,113950.51,0,0.04305595
5975,5976,15758039,Ash,614,France,Male,44,6,0.0,2,0,1,104930.46,0,0.039013237
5976,5977,15807163,Ku,537,France,Female,38,10,0.0,1,0,0,52337.97,1,0.29485005
5977,5978,15631639,Uspensky,704,France,Female,40,6,95452.89,1,0,1,179964.55,0,0.08912778
5978,5979,15713770,Shih,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0,0.25494248
5979,5980,15698167,Kumm,677,France,Female,24,0,148298.59,2,0,0,182913.95,0,0.0008816123
5980,5981,15781710,Carey,558,Spain,Female,31,7,0.0,2,1,0,166720.28,0,0.015576124
5981,5982,15801296,Farber,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0,0.10149625
5982,5983,15704378,Calabrese,655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0,0.074593246
5983,5984,15767891,Findlay,619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0,0.21164882
5984,5985,15640667,Yu,662,France,Female,41,4,0.0,2,1,0,126551.48,0,0.07863793
5985,5986,15702145,Edments,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0,0.045772076
5986,5987,15679738,Brown,527,Spain,Female,35,8,0.0,1,1,0,98031.53,1,0.4733102
5987,5988,15636634,Lindon,630,Germany,Female,25,7,79656.81,1,1,0,93524.22,0,0.42403418
5988,5989,15809227,Chukwudi,850,France,Male,35,2,0.0,2,1,1,56991.66,0,0.0017853081
5989,5990,15601811,Caldwell,668,France,Female,53,10,110240.04,1,0,0,183980.56,1,0.9758819
5990,5991,15625494,Li Fonti,573,France,Female,32,9,125321.84,2,1,1,130234.63,0,0.059155464
5991,5992,15723737,Pitcher,680,France,Male,27,3,0.0,1,1,0,32454.26,0,0.0188469
